ENSEMBL_ID	GENE_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003	TSPAN6	618.6078563723125	0.6994182254153964	0.2759942290018067	2.5341769932835008	0.01127117857350702	0.044584154317736005
ENSG00000000005	TNMD	0.22719839742733072	0.7242197366357719	5.704224631189748	0.12696199456730003	0.898970479006233	NA
ENSG00000000419	DPM1	1386.8657557485749	-0.2901171537512291	0.25101351153202855	-1.1557830173385348	0.247769921194675	0.4211318391124414
ENSG00000000457	SCYL3	270.4318937880015	0.9837180603450634	0.28789245910086453	3.4169636239079573	6.332374011279344e-4	0.004719684272958797
ENSG00000000460	C1orf112	493.035823458168	-0.7566617584905836	0.263429621342813	-2.8723488066131524	0.00407432986997816	0.02042394820519003
ENSG00000000938	FGR	4.373908210342891	2.0977531335529953	1.424887576379311	1.4722236114118274	0.1409605033769868	0.2824122844520073
ENSG00000000971	CFH	431.92503080392197	-0.973248847131582	0.4689984707506895	-2.075164222974497	0.0379713171985855	0.11054411513865803
ENSG00000001036	FUCA2	373.87491733116747	-1.6543733581201283	0.7714130293841067	-2.144601264307104	0.031984741138346595	0.09715068965762237
ENSG00000001084	GCLC	2144.595720907323	1.7535007488885856	0.24940371568904282	7.03077235254528	2.053933803015421e-12	4.4327134522445976e-10
ENSG00000001167	NFYA	508.9019720247936	0.1366815818792632	0.34608019484667607	0.3949419351772419	0.6928857406289284	0.8201904294303496
ENSG00000001460	C1orf201	332.9783294728598	-0.19623864666317423	0.22969272620761313	-0.8543528996464579	0.3929094848314073	0.5742683106396822
ENSG00000001461	NIPAL3	809.3863598622743	-0.7181985235766128	0.3501247711202143	-2.0512645285815028	0.04024119284308269	0.11511658925099773
ENSG00000001497	LAS1L	614.9625808366791	-0.8842370938768097	0.30112486733887384	-2.936446603334572	0.0033199597085918978	0.017345989384629907
ENSG00000001561	ENPP4	2.6512911629909843	-0.9575594075831897	1.7453518090775593	-0.548634036188539	0.5832566231002966	0.7367839154540394
ENSG00000001617	SEMA3F	1845.008695995258	2.0021213825032174	0.428060706045075	4.677190300883148	2.9083233607907775e-6	6.155138034024559e-5
ENSG00000001626	CFTR	35.007806912017436	-0.9106850134539153	1.018614162957539	-0.8940431485948986	0.37129880527678855	0.5526856342816849
ENSG00000001629	ANKIB1	1938.451688495487	0.09294282565952336	0.12561302459045948	0.7399139218448731	0.459352226372695	0.6366113406814485
ENSG00000001630	CYP51A1	6770.995125583929	-0.21826312610780219	0.31287661057035077	-0.6976012866859072	0.4854265767049447	0.6592123456792932
ENSG00000001631	KRIT1	696.375213027024	0.05452856234838422	0.22408703514021586	0.24333653356725693	0.8077447050591473	0.8936680372600427
ENSG00000002016	RAD52	173.55724742823625	0.0824553205716351	0.3200692803422788	0.2576171024081356	0.7967024293139074	0.8873167139000957
ENSG00000002330	BAD	602.2802966980075	-0.17302978252690707	0.21152704600120842	-0.8180031149582573	0.4133554086135873	0.5936826105148914
ENSG00000002549	LAP3	922.8617210924197	-1.660438734947477	0.2547136983601577	-6.518843492271331	7.085153172009727e-11	9.323848862018422e-9
ENSG00000002586	CD99	749.1843726093164	-0.35075952300449326	0.27103773769363754	-1.2941353701858587	0.19561866604154465	0.35809568754614013
ENSG00000002587	HS3ST1	260.2466663884769	-1.074953019047844	0.48584071967485626	-2.21256262704214	0.02692781402973426	0.08528094337047719
ENSG00000002726	ABP1	6.571941252219894	4.517328887958971	1.5904908216296394	2.840210598216752	0.004508375949436441	0.02204840606573057
ENSG00000002745	WNT16	2.4513677138294456	-1.5032611102297146	1.8451019940976023	-0.8147306300890568	0.4152265164071049	0.5951193046233253
ENSG00000002746	HECW1	4.563856564696313	0.17878750295984497	1.2361260756918608	0.14463533006516138	0.8849988011639618	0.9405615982513887
ENSG00000002822	MAD1L1	486.6181714135278	-0.9349866912993745	0.19662129060010572	-4.755266779328483	1.9818453119526977e-6	4.514753723145576e-5
ENSG00000002834	LASP1	2970.337131052325	-0.26841577441073344	0.2369715704068905	-1.132691883460332	0.25734366734022823	0.4316341989686495
ENSG00000002919	SNX11	373.80796407978255	-0.3194660933755192	0.2998772074830692	-1.0653230235697588	0.2867297774260098	0.46503923754982823
ENSG00000002933	TMEM176A	3.414208308147631	0.724161336221639	3.2039200118414324	0.22602353789894772	0.8211831133951453	0.9020859571299426
ENSG00000003056	M6PR	2968.951005982048	-0.21492581821094317	0.1876638814352019	-1.1452700251494823	0.2520973187880538	0.42623443178658477
ENSG00000003096	KLHL13	123.76763948877633	-0.9625217470570367	0.49311809774720256	-1.9519091906265311	0.05094898693282793	0.1366582638875296
ENSG00000003137	CYP26B1	36.301582316013935	4.796632747487408	1.5027164165211038	3.191974676494156	0.0014130372058579835	0.008852802234714532
ENSG00000003147	ICA1	56.59507104844364	-0.3994700686286087	0.5771700014184435	-0.6921185571787819	0.48886287874988954	0.6616328853251662
ENSG00000003249	DBNDD1	36.65191188094501	3.075794261998663	1.116366739108831	2.7551826422686116	0.005865938035606903	0.02692421819416451
ENSG00000003393	ALS2	1038.7853246491832	0.08616855039699059	0.19893052462394725	0.43315901649523736	0.6648992505207427	0.7993020746878644
ENSG00000003400	CASP10	507.09307943629335	0.729815302362744	0.3594590135302346	2.0303157658928983	0.04232445266154438	0.1191415873046439
ENSG00000003402	CFLAR	1443.8419394781863	0.4714143133254943	0.30202953284752954	1.5608219132778436	0.11856577557829659	0.25020104538607596
ENSG00000003436	TFPI	3116.801966094965	0.6262098784063692	0.4303603097497278	1.4550827857953166	0.1456463441908366	0.28921202632180415
ENSG00000003509	C2orf56	349.436885803423	-0.4550756961697047	0.17892772083617536	-2.543349314701035	0.01097954029961011	0.04361502058469485
ENSG00000003756	RBM5	1931.4030180228228	0.520221306842244	0.15301199346982797	3.3998727488301435	6.741722018648354e-4	0.004958642356496426
ENSG00000003987	MTMR7	45.01847293676475	-0.06438231786556317	0.39940238832486413	-0.1611966271298212	0.8719385375400976	0.9329725287189433
ENSG00000003989	SLC7A2	132.13074456591718	-0.4454095392671665	0.7935774774645368	-0.5612678685013094	0.5746149424387723	0.7303242375730913
ENSG00000004059	ARF5	2275.901251625331	0.24212356845139665	0.2289353821233417	1.057606588399471	0.2902348375931234	0.46923921204558006
ENSG00000004139	SARM1	26.476319798972806	0.5868554654421314	0.6749511281503346	0.8694784569815827	0.3845854863169883	0.5661943404156936
ENSG00000004399	PLXND1	16.666207400555212	0.31179619651121065	1.0249492954492527	0.3042064596713002	0.7609706038118074	0.8661651522360351
ENSG00000004455	AK2	2769.9189089729134	-0.6304568963751563	0.19983403592032428	-3.154902484312159	0.001605517581581334	0.009822342175716911
ENSG00000004468	CD38	6.321975211420007	-0.32714542178793804	0.9172227965150316	-0.35666952787362033	0.7213392203262999	0.8411350697989457
ENSG00000004478	FKBP4	2074.27255460742	-0.3164432312930458	0.25563896044952733	-1.2378521283946604	0.21577089549032644	0.38227200559865354
ENSG00000004487	KDM1A	3021.403868406159	-0.0603379200154078	0.2100967201045367	-0.2871911564606329	0.7739659573610942	0.873720421609186
ENSG00000004534	RBM6	1026.4640554978914	-0.19219731571155502	0.26848384129221137	-0.7158617620580453	0.47407671138485863	0.6499879812868387
ENSG00000004660	CAMKK1	25.000788440940468	3.425476856291583	0.7454409695823639	4.595235566688425	4.322606538061877e-6	8.65352354202476e-5
ENSG00000004700	RECQL	1250.8631242439687	-1.3096336715480166	0.4301049089689465	-3.0449168196835714	0.002327446706480847	0.013136538499552253
ENSG00000004766	CCDC132	957.5367972059856	0.9286959999475272	0.35476065760776865	2.6178100080486217	0.008849606264473552	0.03698120814010069
ENSG00000004776	HSPB6	1.3496430394500096	-1.6681144703919326	2.176531439693869	-0.7664095450082514	0.44343265515608926	0.6212190020841672
ENSG00000004777	ARHGAP33	19.640047115968898	-1.0599349306587345	0.851925589754454	-1.2441637431788308	0.21343930476805933	0.37989476907043496
ENSG00000004779	NDUFAB1	847.6595789413585	-0.34221058543329963	0.23220341526758315	-1.4737534546550404	0.1405479846077506	0.2819210032452397
ENSG00000004799	PDK4	1.0653788954421473	4.655199272269062	3.103236373515057	1.5001110814501333	0.1335856309301471	NA
ENSG00000004809	SLC22A16	4.892719335587272	1.6303481115661893	1.8441231407011858	0.8840776820067919	0.3766542799676312	0.5578224379258768
ENSG00000004838	ZMYND10	14.940931238329421	0.019701922406869726	0.5584013511459555	0.03528272696052274	0.9718542966437739	0.9869577223423427
ENSG00000004846	ABCB5	19.21321993328982	0.010659689835073894	0.47934399037088105	0.022238079644695683	0.982258041929863	0.9929735842054616
ENSG00000004848	ARX	0.43871534783373783	0.7242005995102272	5.859606571508723	0.1235920177698485	0.9016383129249471	NA
ENSG00000004864	SLC25A13	785.0015588781428	-0.25987975077273834	0.3244153606765513	-0.8010710412440788	0.4230905198582518	0.6024944180165868
