symbol	log2FoldChange	stat	padj	expected_count.none	TPM.none	FPKM.none	expected_count.MC	TPM.MC	FPKM.MC
TSPAN6	0.32709788733108486	1.6350769781728072	0.19625010718480565	416	19.22	14.23	351	18.205	15.02
DPM1	0.4783554143316073	1.5691521917823248	0.2176505339572433	1472	106.35	79.25	1351	100.13	82.71000000000001
SCYL3	0.6777311222618613	2.651415191062194	0.024714929339094208	217	6.345000000000001	4.699999999999999	234	6.95	5.74
C1orf112	-0.6170938571250533	-2.5763611012960252	0.029738040693675954	611	16.08	11.92	269	6.645	5.485
FGR	3.9665847189693446	1.9564941548341253	0.11229761223964295	0	0.025	0.02	5	0.35000000000000003	0.28500000000000003
CFH	-0.8074751825227298	-1.4558063864880613	0.25786421363082807	389	11.385	8.305	157	4.415	3.63
FUCA2	0.2744735100887006	0.6971065807939905	0.628120237924563	198	12.915	9.55	162	9.629999999999999	7.95
GCLC	2.1634908093041174	6.19512613837221	8.880068196398518e-9	1400	88.36	65.685	4068	259.625	214.22000000000003
NFYA	-0.9616713246576886	-5.064311178093926	3.8932316255401174e-6	746	20.985	15.52	259	7.37	6.085
C1orf201	-0.17471424308295092	-0.6838128883645477	0.6357061913343663	235	9.969999999999999	7.42	140	5.55	4.585
NIPAL3	-0.9286832571670057	-3.914356310282311	5.118506441070948e-4	743	19.715	14.629999999999999	265	7.35	6.0649999999999995
LAS1L	-0.2555202824648047	-0.9505548022639517	0.49115053133778047	711	22.43	16.65	396	12.260000000000002	10.115
SEMA3F	0.8541482043557812	2.8815266295824276	0.013624712579815316	630	29.67	22.07	753	34.91	28.845
CFTR	-0.49005349519670544	-0.5083561947702658	0.7327790455528401	20	9.07	6.705	9	3.115	2.5700000000000003
ANKIB1	-0.3078246893136501	-1.947038023029539	0.1142738017653465	1632	77.6	57.33	887	42	34.665
CYP51A1	0.6527394164442976	2.045836026087424	0.09451256359546911	7147	235.215	173.82999999999998	7506	251.85	207.64999999999998
KRIT1	-0.08302044051311867	-0.4865736293945134	0.7451714362357472	861	41.53	30.725	551	27.119999999999997	22.395
RAD52	-0.4664984335160343	-1.4208595329459892	0.27111390062460067	224	18.03	13.34	108	6.3100000000000005	5.21
BAD	0.423955518167952	1.690476942289766	0.17940733236123813	391	38.965	28.945	352	33.405	27.605
LAP3	-0.5510790800553185	-1.9270509524471888	0.11847941746396909	1064	65.47	48.235	504	34.995	28.89
CD99	-0.009030450692571862	-0.04618387929833336	0.9778617676351415	589	50.69	37.535	391	33.78	27.884999999999998
HS3ST1	0.6153438868026585	1.2232081919008941	0.3548039445182846	61	1.65	1.21	65	1.245	1.03
ABP1	-0.39897054355712336	-0.20070131564733762	0.8993358119135517	3	0.2	0.14500000000000002	1	0.11	0.09
WNT16	-0.883437272691451	-0.5868325659455138	0.6896507682938046	5	0.205	0.15	2	0.05	0.045000000000000005
HECW1	-2.5924767995505626	-1.0141712520263133	NA	1	0.185	0.135	0	0.16	0.13
MAD1L1	-0.2175413813167414	-0.8520969283605704	0.5444349027484682	341	30.625	22.705	197	16.535	13.649999999999999
LASP1	-0.3097815705490325	-1.6886167723681773	0.1799435422292629	2084	72.92	53.705	1165	36.465	30.104999999999997
SNX11	0.8268950087261809	3.1911561243257096	0.00566964412205066	199	7.395	5.5	232	8.555	7.0649999999999995
TMEM176A	0.5423054242912891	0.48143121981992837	0.7477410332133361	6	0.46499999999999997	0.35000000000000003	5	0.44000000000000006	0.36500000000000005
M6PR	0.3957615975929998	2.1552457518664676	0.07620687326126256	2162	152.235	112.715	1894	139.14	114.805
KLHL13	-2.177854149189499	-4.417243999883894	7.080490763057027e-5	160	4.255	3.115	25	0.7949999999999999	0.655
CYP26B1	3.435848353894025	4.489845447230949	5.216770901547905e-5	5	0.215	0.155	39	1.06	0.8799999999999999
ICA1	-0.3994015754973854	-0.7768325680280611	0.5849592181085915	32	1.8399999999999999	1.355	16	1.41	1.16
DBNDD1	1.2791540818773688	0.7830972168694765	0.582131794337869	1	0.055	0.04	2	0.085	0.07
ALS2	0.4060641549058701	2.3703071681946666	0.04837323912930759	961	30.29	22.325000000000003	865	26.725	22.049999999999997
CASP10	0.44931900140392117	1.8661264193842724	0.1325624186938813	367	11.265	8.32	345	9.254999999999999	7.64
CFLAR	0.1894088564276541	0.8674640181217594	0.5362211440089814	1011	36.665	27.18	795	37.129999999999995	30.665
TFPI	-0.8779517915936926	-3.6975166304031557	0.0011091128178594863	8040	102.81	75.58	3034	37.91	31.27
C2orf56	0.1282376912030138	0.5046270356856505	0.7349281059772089	327	23.54	17.495	233	16.525	13.635
RBM5	0.5138841250155133	3.248558941007532	0.004748226713503304	1548	87.54	64.63	1492	88.83000000000001	73.30000000000001
MTMR7	-0.26176145830970776	-0.8139480931055926	0.5652961581411494	102	3.3	2.4450000000000003	58	2.15	1.775
SLC7A2	-3.1283842089690848	-5.773228720825055	9.997299774854834e-8	400	4.65	3.515	28	0.33499999999999996	0.275
ARF5	0.43666156800371536	2.1258719431963278	0.0807779474796239	1255	108.37	80.61	1122	102.28999999999999	84.475
SARM1	-0.263751497745828	-0.3627449690149843	0.8132261976016512	19	0.20500000000000002	0.15000000000000002	11	0.13	0.105
PLXND1	-1.3158196737900243	-1.72133179084267	0.17082016837956437	23	2.48	1.8250000000000002	6	0.49	0.41
AK2	0.01676449182771067	0.07103104771785215	0.9646260473272344	2202	140.07999999999998	103.92	1482	96.955	80.00999999999999
CD38	-0.4918712644652056	-0.5441207378410687	0.7133676055607828	13	0.615	0.455	6	0.305	0.25
FKBP4	0.6037493441754288	2.480886449413984	0.037539679781591034	1594	87.98	65.25999999999999	1616	89.465	73.86
KDM1A	-0.18171436016544903	-0.9423508393177716	0.49555944102799987	2511	68.18	50.595	1491	40.849999999999994	33.725
RBM6	-0.2637523987699288	-1.5217299548264471	0.23426839474778258	1219	54.08	40.004999999999995	691	31.695	26.165
CAMKK1	0.8037726987940118	1.1514308136740268	0.3883131346693081	20	0.42999999999999994	0.325	23	0.52	0.425
RECQL	-1.3978905707802776	-5.508284455969182	4.2003177490074395e-7	2009	72.28999999999999	53.44	517	17.09	14.1
CCDC132	1.1649444347383657	5.358395678067365	9.109091292129836e-7	604	33.165	24.634999999999998	900	51.03	42.14
HSPB6	0.8147066299247664	0.3745967583150346	0.8071814359382922	2	0.13999999999999999	0.1	2	0.145	0.12
ARHGAP33	-2.0148243427491246	-2.7919874405321856	0.017285624041892947	35	0.8300000000000001	0.61	6	0.15	0.125
NDUFAB1	0.7963161561884253	2.8214934859874767	0.01598968348994189	579	63.18	46.805	667	72.24	59.599999999999994
SLC22A16	-1.038134517826402	-1.2381042665183377	0.34819722036426604	21	1.05	0.77	7	0.335	0.275
ZMYND10	-3.455109261154619	-2.3553919486360098	0.04993195796248286	15	0.595	0.43499999999999994	1	0.105	0.085
ABCB5	-0.8052163092988309	-0.8367439241023039	0.5522108684690338	10	0.28500000000000003	0.21000000000000002	4	0.10500000000000001	0.08499999999999999
SLC25A13	1.0861603782440625	3.497724381097748	0.002163868073669693	559	28.08	20.865000000000002	793	41.21	34.035000000000004
ST7	0.16396858467535522	0.7220647497045858	0.6140170001119919	282	20.79	15.305	220	13.635	11.26
CDC27	-0.3382762564098162	-1.6568194754598888	0.1894413708818202	2414	72.58	53.625	1284	38.425	31.700000000000003
SLC4A1	-1.6334874984269228	-0.4296711486580083	0.7764048502452422	1	0.035	0.025	0	0	0
HCCS	0.6790090094823604	2.7323903166607333	0.02009572895948362	317	19.325000000000003	14.245000000000001	351	20.255	16.725
DVL2	0.5896200217841425	2.2325177887158905	0.06497655166605497	410	10.004999999999999	7.43	409	9.935	8.205
PRSS22	6.244773823415108	5.646478102370816	2.0027811771140097e-7	1	0.06	0.045	74	3.965	3.275
UPF1	-0.3463351184754391	-1.341411655366554	0.3027497516775356	791	11.440000000000001	8.44	427	5.83	4.8100000000000005
SKAP2	-0.27617357398360237	-1.2464645812479485	0.34423739334530573	502	24.205	17.939999999999998	276	13.83	11.415
SLC25A5	0.3756947839028513	2.2640662863330374	0.0607413265966263	3483	236.81	176.055	2998	213.49	176.25
CCDC109B	-1.3704418597231507	-3.670339187277336	0.0012172428495333168	299	21.48	15.82	81	5.8100000000000005	4.795
POLR2J	0.5980438285918364	2.5316999949011514	0.033216921896194664	311	32.995000000000005	24.515	314	31.975	26.4
DHX33	-0.8388072903672292	-4.492235993181593	5.168257829888306e-5	757	13.68	10.085	287	5.17	4.265000000000001
THSD7A	2.1889146183082135	1.28192982267634	0.32863683823642953	2	0.055	0.04	6	0.049999999999999996	0.04
LIG3	-0.8298332177854143	-3.890794288228878	5.567293690170903e-4	763	21.965	16.22	293	7.805	6.445
RPAP3	0.027254965969826246	0.11350017161164784	0.943704647077342	569	26.299999999999997	19.355	400	18.9	15.6
ACSM3	-1.626556247395765	-1.3851276314538261	0.28517017541809925	9	0.42000000000000004	0.31	2	0.08	0.065
AC004381.6	-1.5629361998067133	-2.836903648831451	0.015341124184145731	96	2.565	1.91	21	0.575	0.47500000000000003
CIAPIN1	0.7275679468625587	2.5240228641122635	0.03383674247785904	515	17.73	13.15	565	19.380000000000003	15.985
AC004410.1	-0.4897346329472395	-1.2744982657396131	0.3318738537058626	96	3.5949999999999998	2.645	46	1.835	1.51
KIAA1539	1.5490258422201115	4.893170679065264	8.786823918764745e-6	308	9.935	7.4350000000000005	564	19.82	16.35
MSL3	0.15281113470223592	0.831550484083514	0.5550010760424546	495	29.785	22.08	371	22.72	18.75
CREBBP	-0.03182921254900489	-0.09018997077202613	0.9547525573179002	542	3.955	2.925	359	2.54	2.095
C2orf3	-0.809115761613829	-2.6531511216749517	0.024622314006186086	356	15.245000000000001	11.27	137	5.215	4.300000000000001
WDR54	-1.2148932988181105	-5.24538211618649	1.6026177305722485e-6	469	39.5	29.325	133	10.295	8.5
CROT	-0.22688532306776946	-0.6607330156623115	0.6484969916529958	399	18.775	13.91	231	8.525	7.045
ABCB4	-0.1317163308936178	-0.10437227751908504	0.9477387434559615	6	0.545	0.4	4	0.25	0.20500000000000002
MLL5	-0.14813125993150025	-0.8994528401273661	0.5191374280976669	1366	44.36	32.79	842	25.700000000000003	21.215
RHBDD2	0.9854151556788696	3.72467164062381	0.0010078211625220324	120	8.455	6.245	162	12.445	10.275
IBTK	-0.7110892742803024	-3.896346673703661	5.458838485938104e-4	2504	45.75	33.755	1034	17.985	14.835
ZNF195	-0.3997147718267064	-1.6465110964897374	0.1928268373305655	467	31.05	23.02	238	14.934999999999999	12.33
MYCBP2	-0.4032755698057466	-2.4349735880963963	0.04176014136308595	4016	54.14	40.015	2073	31.145000000000003	25.685000000000002
FBXL3	0.649096929946798	3.3300352543792435	0.00370166239496832	896	25.92	19.165	951	26.96	22.255
ITGAL	-0.015332358728720219	-0.012951443901749871	0.9938159431367996	8	0.13	0.095	5	0.1	0.08499999999999999
PDK2	1.5293509130117346	2.741995897188848	0.01960999754212558	35	2.885	2.16	65	5.785	4.785
ITGA3	-1.8693482667324528	-8.170444443285085	1.0629671793650992e-14	11551	375.455	278.9	2099	74.765	61.67999999999999
ZFX	0.34535010740542565	2.141718949546411	0.07825562822476995	1009	26.83	19.83	868	25.305	20.875
LAMP2	0.9308706404033997	5.522007283379379	3.893726343057484e-7	2148	70.055	51.99	2708	91.845	75.805
GGNBP2	0.22784771211036725	1.2281099822662673	0.3525511618708421	1128	32.205	23.825	893	24.835	20.505
ASB4	-0.7476814730953782	-1.835628272911254	0.1402485319698341	188	3.985	2.9299999999999997	78	1.54	1.27
GDE1	1.0795308963709134	5.981241158560129	3.12267757834888e-8	983	25.66	18.97	1403	35.375	29.195
C19orf60	-0.048645654433907996	-0.16311305222398964	0.9187013736268232	125	11.760000000000002	8.675	83	7.550000000000001	6.23
CRLF1	-2.721700580449231	-1.566160288695272	0.21869227111759365	5	0.2	0.15000000000000002	0	0.02	0.015
OSBPL7	-0.4312823886940607	-0.7047926328154894	0.6238356689544396	68	1.565	1.15	36	0.72	0.6
TMEM98	-2.2699606512739146	-4.2786781450717895	1.2518755287082762e-4	132	7.695	5.6899999999999995	18	1.23	1.0150000000000001
KRT33A	2.4338531949465962	2.114460431672277	0.08262342348017905	2	0.18	0.13	7	0.44999999999999996	0.37
MAP3K14	-2.454212644730316	-5.692958594129805	1.5488196822573948e-7	140	2.73	2.015	17	0.3	0.25
SYNRG	0.2909900175876916	1.0996180394236055	0.414648991533756	516	11.085	8.135	440	8.835	7.29
TMEM132A	0.5284475207417231	2.0699679630664125	0.09012084987134417	826	51.144999999999996	37.605000000000004	822	51.695	42.64
AP2B1	-1.437758294119649	-9.387875592878254	3.782195321811649e-19	6260	111.53	82.37	1574	25.985	21.445
ZNF263	0.365078138603798	0.9628446573171675	0.4843360741513081	361	7.3549999999999995	5.52	298	6.3549999999999995	5.25
SPATA20	-1.520547111330125	-3.8260695178787225	7.048121534440207e-4	372	22.950000000000003	16.975	86	5.345	4.41
CACNA1G	-0.748218096154105	-0.7489878157771613	0.599861049508624	17	0.905	0.665	6	0.35500000000000004	0.29000000000000004
TNFRSF12A	-0.7799182003047114	-1.917546696175054	0.12068189708630382	1058	73.95	55.385000000000005	402	28.565	23.635
MAP3K9	0.8650699169923853	2.7889770819048088	0.01742864679948336	285	4.56	3.4	330	5.865	4.835
RALA	0.3570203284932258	2.0746583786626536	0.08932500047139677	898	46.315	34.195	782	44.005	36.33
AC093799.1	0.115447941231539	0.6532096351691025	0.6527552889595506	1002	50.585	37.445	721	33.965	28.03
JHDM1D	1.146770355141302	3.2613159431608914	0.004563666868039034	472	10.02	7.385	707	15.535	12.8
ETV1	-2.684150670279261	-1.680198492389215	0.18236993972002313	9	0.31	0.22999999999999998	1	0.015	0.015
AGK	-0.21600766202598037	-0.9480082555384893	0.4924201617546724	668	38.63	28.515	389	20.575	16.975
TTC22	2.5295093180383583	9.262284512868861	1.1711358959282016e-18	101	2.75	2.02	412	10.355	8.545
PHTF2	-0.7419993131090417	-3.5972309450543496	0.0015588497367879006	1129	31.59	23.435	451	13.274999999999999	10.955
FARP2	0.13744102042289608	0.5316720276601147	0.7199557661784783	321	28.45	21.07	235	21.955	18.1
GGCT	0.7569718206035482	2.5320062272213857	0.03319416543160939	835	61.08	45.215	966	68.05	56.225
DBF4	-1.4193573887455408	-4.895621366851086	8.69765798018795e-6	857	43.5	32.195	216	10.665	8.799999999999999
TBXA2R	-0.3530000374011945	-0.4141860673350715	0.7851980900948204	14	0.41500000000000004	0.30500000000000005	7	0.21500000000000002	0.175
IFRD1	0.6243939456902037	3.653587091539146	0.0012878810638957809	522	34.09	25.23	544	40.86	33.715
COX10	-0.10070895043422022	-0.45769497879540577	0.760964305567158	291	14.47	10.75	181	7.805	6.4399999999999995
GTF2IRD1	1.2687314544202153	3.543453844758763	0.0018596952260907284	308	8.21	6.0649999999999995	512	16.884999999999998	13.934999999999999
PAF1	0.659169374113457	2.6562291471182244	0.024440190180918	577	26.35	19.37	634	26.815	22.125
VPS41	0.752773811507731	4.673716858104859	2.3736951732470693e-5	1015	50.394999999999996	37.455	1143	55.510000000000005	45.835
ARHGAP44	-0.8942998490340677	-1.182680945742108	0.37398496496622746	25	0.55	0.39999999999999997	9	0.28500000000000003	0.23
ELAC2	0.07965198355779252	0.4503450622615836	0.7645858478719672	997	39.71	29.405	713	30.36	25.060000000000002
SCIN	-0.6339586099913145	-0.9460424421190343	0.4936301656891012	26	0.9400000000000001	0.7	11	0.485	0.4
ARSD	-0.577176645826361	-1.3197532729930685	0.31209032545987814	70	2.965	2.2	31	1.21	1
PNPLA4	-0.3341883502634881	-1.4586834177164707	0.2570128301300696	303	14.245000000000001	10.57	165	9.23	7.625
ADIPOR2	0.3476065087251482	2.105214723292843	0.08418276359805317	1824	60.64	45.055	1546	53.835	44.425
CDKL3	-0.9234562013621905	-2.983529410001391	0.010294774441274048	432	26.08	19.134999999999998	159	8.665	7.145
UPP2	-1.636234174423576	-1.6860713002144656	0.18075436055169256	20	0.795	0.585	4	0.16999999999999998	0.14
MARK4	0.1537083948082662	0.33842134992038075	0.8267007124086976	340	13.149999999999999	9.61	272	9.7	7.994999999999999
CCDC124	-0.08556913596894716	-0.31204733927379946	0.8410067818476301	253	20.255000000000003	14.985	162	12.385000000000002	10.23
CEACAM21	-0.3301903575192376	-0.2614202564787641	0.8675503395559837	7	2.035	1.475	4	0.9450000000000001	0.78
PAFAH1B1	0.6315414401476303	3.019220576064031	0.009320423200677514	2706	74.75	55.47	2784	82.57	68.17
DNAH9	-1.168510382240625	-0.8101399524679286	0.5672515259614649	6	0.11499999999999999	0.08499999999999999	2	0.045	0.035
KIAA0100	0.31189806328857167	1.461027002833733	0.25618981015928366	4880	52.215	38.56	4121	42.225	34.845
