ensembl	gene	baseMean	log2FoldChange	lfcSE	stat	p.value	padj
ENSG00000184731	FAM110C	4.8150755301249815	0.36750014443704426	0.36126990657070324	1.0172453828924766	0.309036711597424	NA
ENSG00000173213	RP11-683L23.1	5.1920038103734	-0.20715571415900544	0.36662347926211675	-0.5650366817093563	0.5720488144242034	NA
ENSG00000120645	IQSEC3	2.388331552944792	0.39240241296736955	0.3646012396055641	1.0762509019220052	0.28181506035311904	NA
ENSG00000103148	NPRL3	20.887803542633335	-0.036268112047559274	0.2842406693284466	-0.1275964911469113	0.8984683080939423	0.9993616742880588
ENSG00000153404	PLEKHG4B	1.2995818184777121	-0.16260544946691322	0.33457800700289453	-0.4860016081855209	0.6269660257268805	NA
ENSG00000170122	FOXD4	5.3963697153747985	0.31735975421384516	0.36718797883075194	0.8642977780057606	0.38742433049402775	NA
ENSG00000172785	CBWD1	0.0	NA	NA	NA	NA	NA
ENSG00000015171	ZMYND11	2.442992584142769	0.5890180271064	0.3588816961541366	1.6412595945083304	0.10074353968724306	NA
ENSG00000125788	DEFB126	0.2574829038471415	-0.04220884857057447	0.1717204226924247	-0.24579981756844624	0.8058371982899178	NA
ENSG00000101557	USP14	1.7273793425680517	0.09985117354362391	0.3428915093775762	0.29120340053002725	0.7708957619762411	NA
ENSG00000176269	OR4F21	2.7682063357630855	-0.07521074655352762	0.36533195337006286	-0.20586960943255606	0.8368927650985287	NA
ENSG00000177951	BET1L	7.610669299655505	-0.10134286518861613	0.36407727233254533	-0.27835537368026186	0.7807395728944513	0.9993616742880588
ENSG00000188536	HBA2	23.31833794340886	-0.3113053806323281	0.2606038191637204	-1.1945541766475618	0.2322612616915523	0.9993616742880588
ENSG00000206172	HBA1	25.165984183263756	-0.33025528408769533	0.26188032731167316	-1.2610923755820982	0.20727556728262633	0.9946322166310483
ENSG00000086506	HBQ1	27.193150483579927	-0.3482294044037945	0.25752575067947914	-1.352211976802299	0.17630751338502712	0.9794479083046045
ENSG00000007392	LUC7L	9.343364703632535	0.056570151211329536	0.3347185628403707	0.16900810857719947	0.8657902634290373	0.9993616742880588
ENSG00000111181	SLC6A12	11.776594388601806	-0.02468541762178506	0.32758202593560615	-0.075356447141082	0.9399311107819901	0.9993616742880588
ENSG00000177706	FAM20C	10.912262693862209	0.017917383529553507	0.3676260072757871	0.0487380739527282	0.9611280332894035	0.9993616742880588
ENSG00000134121	CHL1	8.366371637789616	-0.12718082045719836	0.34185732794706974	-0.3720289432464351	0.7098712999460169	0.9993616742880588
ENSG00000177947	ODF3	10.404737752394771	0.487322924721383	0.3309097070331069	1.4726764261183407	0.14083830605471057	0.9660627555940303
ENSG00000164366	CCDC127	5.190845052218581	-0.12552240806109466	0.36643636409727826	-0.3425489944763563	0.7319377792845319	NA
