ensembl	gene	baseMean	log2FoldChange	lfcSE	stat	p.value	padj
ENSG00000197049	AL669831.1	2.2123870664599483	0.20929549341098763	0.23161608404045578	0.9036310853715606	0.36619105242389444	NA
ENSG00000187634	SAMD11	15.852218520140427	0.027103751804493096	0.2185412533366174	0.1240212151741685	0.9012984774634581	0.9999328159130721
ENSG00000188976	NOC2L	11.047632786751203	-0.08243149565884503	0.2283997333101375	-0.3609088962766592	0.7181675529298958	0.9999328159130721
ENSG00000187961	KLHL17	11.373645206818255	-0.15209026591652922	0.22776186904179777	-0.6677600010764679	0.5042868027524691	0.9999328159130721
ENSG00000187583	PLEKHN1	11.20293568155337	0.029631070008116878	0.23053384846561248	0.12853240513415012	0.8977276553096344	0.9999328159130721
ENSG00000187642	C1orf170	15.04637068978117	0.030463155506372054	0.2126306060813349	0.14326797100281682	0.886078550286227	0.9999328159130721
ENSG00000188290	HES4	17.78227416501512	-0.1445388096992438	0.22759999909191522	-0.635056284164889	0.5253917071158797	0.9999328159130721
ENSG00000187608	ISG15	11.320525785171556	-0.12865415108867626	0.2255191297789005	-0.5704799908318602	0.568352189513504	0.9999328159130721
ENSG00000188157	AGRN	10.161025658022059	0.13140709895323552	0.24405866496815695	0.538424230790497	0.5902842016395755	0.9999328159130721
ENSG00000237330	RNF223	15.365369853186575	0.07575190416559917	0.229589667678217	0.3299447441675371	0.7414417138811038	0.9999328159130721
ENSG00000131591	C1orf159	8.816528271762822	-0.195433422116638	0.22965549514781616	-0.8509851766919343	0.39477758714283523	NA
ENSG00000162571	TTLL10	8.341080975074357	0.01801083885161196	0.23607737745709786	0.07629209984292143	0.9391867109393006	NA
ENSG00000186827	TNFRSF4	17.482034179366092	-0.23635676177516415	0.20646000363121333	-1.144806536947241	0.2522893068607369	0.9999328159130721
ENSG00000078808	SDF4	20.310252351125076	0.0779393303198821	0.23651268865809288	0.3295355135578059	0.7417509555898179	0.9999328159130721
ENSG00000176022	B3GALT6	29.866460557100265	0.14718269618633725	0.22028556056179838	0.668145001474334	0.5040410385033154	0.9999328159130721
ENSG00000184163	FAM132A	11.224010489242527	0.050186237426583985	0.22959964532986604	0.21858151111026922	0.8269760565371596	0.9999328159130721
ENSG00000160087	UBE2J2	12.05365792371589	-0.03971651628268573	0.23677745662426808	-0.16773774348674653	0.8667896018408475	0.9999328159130721
ENSG00000162572	SCNN1D	8.718096475492281	-0.28604424271208273	0.2371822683904619	-1.2060102327766833	0.22781354491144165	NA
ENSG00000131584	ACAP3	27.00474046681082	0.103999728255438	0.21452431499366378	0.4847922635646675	0.627823711125773	0.9999328159130721
ENSG00000169972	PUSL1	24.423648716622075	-0.1272578672148544	0.21957007825885183	-0.5795774552889202	0.56219959991224	0.9999328159130721
ENSG00000127054	CPSF3L	23.985360305861985	-0.1514555680258427	0.21265695816598687	-0.7122060304635123	0.47633720320184136	0.9999328159130721
ENSG00000224051	GLTPD1	27.63213262931507	0.0904544454637932	0.22002187654767721	0.411115689417331	0.680987706035376	0.9999328159130721
ENSG00000169962	TAS1R3	14.766821519925251	0.10994968011003618	0.22095232767786632	0.49761720668693493	0.6187538735340234	0.9999328159130721
ENSG00000107404	DVL1	9.276050862784585	-0.35039692011646545	0.2338152256050931	-1.4986060861078196	0.1339758529138337	0.9999328159130721
ENSG00000162576	MXRA8	12.358655944530199	-0.13686671130366104	0.22074858022836782	-0.6200117398810462	0.5352500578050119	0.9999328159130721
ENSG00000175756	AURKAIP1	9.404698913555798	-0.04337564158650906	0.23935948832264317	-0.18121546753994197	0.8561984542571767	0.9999328159130721
ENSG00000221978	CCNL2	22.70815994521129	-0.1302551210754167	0.21311197186046507	-0.6112050859381151	0.5410638167904109	0.9999328159130721
ENSG00000242485	MRPL20	25.629607562240754	-0.22664523999324113	0.22252095998904434	-1.0185343439305665	0.308424088107159	0.9999328159130721
ENSG00000235098	RP4-758J18.6	15.563329606942181	0.20160471524080165	0.2217961690217838	0.9089639200260531	0.3633691711500524	0.9999328159130721
ENSG00000179403	VWA1	24.38840612376704	-0.3660288140002414	0.22278262485388645	-1.6429863605400286	0.10038575530750254	0.9999328159130721
ENSG00000215915	ATAD3C	23.824463698083587	-0.11676401593811944	0.2420144252417046	-0.4824671745145146	0.6294741115860569	0.9999328159130721
ENSG00000160072	ATAD3B	7.218928625475447	-0.39572831967744354	0.23890745172759142	-1.6564084410755986	0.09763913283718087	NA
ENSG00000197785	ATAD3A	7.0840404768082825	0.13005181357851686	0.2391134865921282	0.5438915865099442	0.5865160789767412	NA
ENSG00000205090	C1orf70	14.023492529875695	-0.13216804378530622	0.22759870419900996	-0.580706486227355	0.5614382894611489	0.9999328159130721
ENSG00000160075	SSU72	21.809017035259092	0.11500096634600608	0.2214101261906501	0.5194024696367407	0.6034801094931876	0.9999328159130721
ENSG00000215014	AL645728.1	23.416993731644453	0.45279638128760896	0.19678470811020318	2.3009734121923455	0.021393133971915602	0.6908841939326543
ENSG00000228594	RP11-345P4.5	43.134318544940726	-0.09925399604931026	0.2232428583186623	-0.4446009910320745	0.6566081311662304	0.9999328159130721
ENSG00000197530	MIB2	9.77487343228662	0.0503545426744115	0.23811286287113625	0.2114734251112791	0.8325178669826635	0.9999328159130721
ENSG00000189409	MMP23B	18.36687637654076	-0.08067131800796158	0.23168369108445605	-0.3481959288129363	0.7276930450497601	0.9999328159130721
ENSG00000008128	CDK11A	2.505539888247385	0.46228980214510157	0.22682901376162787	2.03805410286233	0.04154452249571858	NA
ENSG00000189339	SLC35E2B	0.04070376441753611	-0.02917362457600747	0.06233481037578264	-0.4680149726956025	0.6397738824535055	NA
ENSG00000215790	SLC35E2	2.1174424726689196	-0.12157150769383059	0.23218011707999606	-0.5236086070709662	0.6005507937824732	NA
ENSG00000008130	NADK	11.214850073706925	0.2258974380918035	0.22486377028740423	1.004596862371729	0.31509100872586143	0.9999328159130721
ENSG00000078369	GNB1	17.894322215349654	-0.06494839220611152	0.24175020589919977	-0.2686590977845637	0.788192030086984	0.9999328159130721
ENSG00000169885	CALML6	9.210956401963205	0.10741991543500272	0.23193987579657882	0.46313690160468385	0.643266240854653	0.9999328159130721
ENSG00000178821	TMEM52	14.135762828357874	-0.10484708862518832	0.23398762123996655	-0.4480881854756844	0.6540895542544751	0.9999328159130721
ENSG00000142609	C1orf222	8.734836782616393	-0.14812925052608492	0.24125346961674915	-0.6139984256450294	0.5392163675546806	NA
ENSG00000067606	PRKCZ	17.834212499457184	0.38217432559705733	0.23138058774764692	1.6517130037454664	0.09859307051365455	0.9999328159130721
ENSG00000162585	C1orf86	39.18043373294618	-0.047314576930537075	0.20549656653294868	-0.23024509717514333	0.8179013205685319	0.9999328159130721
ENSG00000157933	SKI	9.57494561585585	-0.34379018547931933	0.23861880442056027	-1.4407505993257634	0.1496551543039715	0.9999328159130721
ENSG00000116151	MORN1	12.683429092324738	0.011544703636968452	0.22619506807117976	0.05103870626098501	0.9592946775895456	0.9999328159130721
ENSG00000157916	RER1	9.839299161826526	-0.19231347890772318	0.2415380453486961	-0.7962036731318665	0.4259136629561425	0.9999328159130721
ENSG00000157911	PEX10	19.308046520410272	-0.19948371935166748	0.2116875967141006	-0.9423495870713893	0.3460136884430156	0.9999328159130721
ENSG00000149527	PLCH2	11.693889666665692	0.26267390014028713	0.23595098987013516	1.1132561905540637	0.2655984159885884	0.9999328159130721
ENSG00000157881	PANK4	14.750247286263914	0.11531765032572704	0.2202274860213064	0.5236296904128052	0.6005361267339111	0.9999328159130721
ENSG00000157873	TNFRSF14	27.967633456247672	0.24126365058868265	0.21465221866615675	1.1239746418084502	0.2610237838058126	0.9999328159130721
ENSG00000157870	C1orf93	11.838018557578309	-0.1616415225489994	0.22702925322155995	-0.7119854391242346	0.47647379273563134	0.9999328159130721
ENSG00000142606	MMEL1	30.48200451728346	0.006717371706315555	0.21122500091661597	0.03180197266973776	0.9746299734705883	0.9999328159130721
ENSG00000215912	TTC34	16.055354930698865	-0.32346137828241744	0.2213931798982519	-1.4610268411659029	0.14400807549970546	0.9999328159130721
ENSG00000142611	PRDM16	12.577901920162352	-0.12337760673542307	0.24017243079427494	-0.5137042845733818	0.607458755944948	0.9999328159130721
ENSG00000130762	ARHGEF16	10.621417032561515	-0.27871375217776384	0.2278089274559002	-1.223454037953442	0.22115825390852198	0.9999328159130721
ENSG00000162591	MEGF6	5.975643835076644	-0.11331784299390683	0.2408873549119536	-0.4704183954999443	0.6380561240258067	NA
ENSG00000158109	TPRG1L	16.471569991822296	-0.2829592938317382	0.22139737142117966	-1.2780607647479472	0.201228001714125	0.9999328159130721
ENSG00000116213	WRAP73	37.96463805331857	0.17249594118417125	0.22434679066343438	0.7688808058010069	0.44196407295252765	0.9999328159130721
ENSG00000078900	TP73	21.954352325568493	-0.09395640537421962	0.2240994928556793	-0.4192620169592611	0.675024652521977	0.9999328159130721
ENSG00000162592	CCDC27	16.081941500131357	-0.15487132295323042	0.22289907905615364	-0.6948046784626446	0.4871777158514556	0.9999328159130721
ENSG00000130764	LRRC47	14.967229499152921	0.010142996772376341	0.22097574451824264	0.045900950778509475	0.9633891963659528	0.9999328159130721
ENSG00000116198	CEP104	19.245973368200588	0.23804498199704505	0.221148481679165	1.076403419953807	0.2817468735257438	0.9999328159130721
ENSG00000169598	DFFB	22.31690205119505	-0.18317633688348164	0.20199315256940298	-0.9068442892911627	0.3644891452664618	0.9999328159130721
ENSG00000198912	C1orf174	24.005990603647366	-0.1292303166354952	0.20883254965122677	-0.6188226732438213	0.5360331838915111	0.9999328159130721
ENSG00000196581	AJAP1	14.439157663752866	-0.0050510447586287754	0.21697088754627122	-0.0232798271498594	0.9814270629557471	0.9999328159130721
ENSG00000131697	NPHP4	19.69428310572111	0.3777054356941799	0.22966204816835006	1.6446140697017082	0.1000494235169475	0.9999328159130721
ENSG00000069424	KCNAB2	16.29145201346011	-0.16553835018309151	0.22425228206208428	-0.7381791108697043	0.46040561493825294	0.9999328159130721
ENSG00000116254	CHD5	13.652934886166712	0.033260619871461734	0.21683895608316703	0.1533885814258618	0.8780918490319568	0.9999328159130721
ENSG00000116251	RPL22	22.145701641180114	-0.07163508040148077	0.21245662525976405	-0.33717508368541016	0.7359849190067483	0.9999328159130721
ENSG00000158286	RNF207	24.995146376688744	0.020959757125845906	0.21244487206086476	0.0986597460438631	0.921408430878673	0.9999328159130721
ENSG00000116237	ICMT	14.739112698206842	-0.2767035707351178	0.216084522035153	-1.2805339694349012	0.20035740577412364	0.9999328159130721
ENSG00000158292	GPR153	11.41351683990768	0.11247977568122002	0.23689901718077785	0.4748005163541333	0.6349291649297162	0.9999328159130721
ENSG00000097021	ACOT7	9.97361763843646	0.4320048873143757	0.23415335426598044	1.8449656152422695	0.06504254062905342	0.9737609798361172
ENSG00000069812	HES2	19.880615116442772	0.28395169269408665	0.231872650903773	1.2246019165577506	0.22072524545278635	0.9999328159130721
ENSG00000187017	ESPN	31.60193524476746	-0.08151367256255596	0.1982009164759321	-0.4112678892302413	0.6808761124556515	0.9999328159130721
ENSG00000215788	TNFRSF25	10.16954477031693	0.4908732005642013	0.23150710935544566	2.120337478753348	0.03397759514399818	0.7863688773272225
ENSG00000171680	PLEKHG5	8.741922060110861	-0.21023951447946057	0.23461779014569253	-0.8960936608809861	0.370202742411718	NA
ENSG00000162408	NOL9	13.902763064998078	-0.11451592077099583	0.23857355348086626	-0.48000257824126374	0.6312255597363083	0.9999328159130721
ENSG00000173662	TAS1R1	21.082930370995435	-0.20238757325533668	0.2136893251482658	-0.9471112940008233	0.3435820702816625	0.9999328159130721
ENSG00000204859	ZBTB48	14.478284579995517	0.09972961724301196	0.2214626180114615	0.45032257876519183	0.6524778607762374	0.9999328159130721
ENSG00000162413	KLHL21	10.327844061990541	-0.1750856619433975	0.24355450473151458	-0.7188767135980729	0.4722168854332961	0.9999328159130721
ENSG00000116273	PHF13	47.57114673095137	0.06608617352648136	0.22832136172701395	0.2894436728416829	0.7722418784029436	0.9999328159130721
ENSG00000041988	THAP3	8.15339554559144	-0.3702492880904424	0.23722946778554296	-1.560722163003587	0.11858931964338885	NA
ENSG00000007923	DNAJC11	9.830185610413796	0.11660001409100038	0.23688979910838096	0.4922120518902292	0.6225694454779995	0.9999328159130721
ENSG00000171735	CAMTA1	14.082195603936738	-0.14183908998875197	0.22712178934597552	-0.6245067476669441	0.5322948403166489	0.9999328159130721
ENSG00000049245	VAMP3	16.427494184388888	0.22283072024840456	0.2226651660907501	1.0007435117066628	0.3169508254939559	0.9999328159130721
ENSG00000049246	PER3	7.177107855020971	0.19119408753307598	0.23673342407370285	0.807634529349565	0.41930100313568125	NA
ENSG00000049247	UTS2	4.897132300222302	-0.06837212830107889	0.24416454307574004	-0.28002480392851226	0.7794584750683947	NA
ENSG00000049249	TNFRSF9	9.804960180033753	0.24651421496153758	0.22849155250173234	1.0788767123444032	0.2806426914619757	0.9999328159130721
ENSG00000116288	PARK7	9.65680142095712	0.13336223091699892	0.22727140910507979	0.5867972194220805	0.5573399045039369	0.9999328159130721
ENSG00000116285	ERRFI1	41.6872620364677	-0.1917187858953124	0.18948607374336054	-1.011782988099568	0.3116418256795684	0.9999328159130721
ENSG00000162426	SLC45A1	11.0478964911472	0.026065207710234788	0.23812104763318345	0.10946200669496156	0.9128360549098424	0.9999328159130721
ENSG00000142599	RERE	12.632886315161663	0.007147668124570484	0.22416466072649444	0.031885793690252656	0.9745631278728791	0.9999328159130721
ENSG00000074800	ENO1	22.684805381127717	-0.1286185046696015	0.21685263914151104	-0.5931147768308654	0.5531043418777006	0.9999328159130721
ENSG00000131686	CA6	9.929419655942402	0.0050170077614444695	0.22838034814789654	0.02196777350648188	0.9824736623476137	0.9999328159130721
ENSG00000142583	SLC2A5	5.549576316505697	-0.18429652283611594	0.24246416990265066	-0.7600979679187692	0.4471960272401491	NA
ENSG00000180758	GPR157	10.506907230815289	0.04161264654586452	0.23250272908294425	0.1789770240977232	0.8579557424986016	0.9999328159130721
ENSG00000049239	H6PD	8.109689937472202	-0.039344808454830384	0.23579383456072647	-0.16686105694039044	0.8674793755487712	NA
ENSG00000171621	SPSB1	11.03204031659789	0.09200918765401753	0.23324398686771738	0.39447614015532956	0.6932295394616543	0.9999328159130721
ENSG00000171612	SLC25A33	12.983820740536625	-0.20182482238282173	0.218604144039094	-0.9232433505319481	0.35588040222261846	0.9999328159130721
ENSG00000188807	TMEM201	10.063414185960687	-0.12064087893128533	0.23978426006205233	-0.5031225940354275	0.6148780823720568	0.9999328159130721
ENSG00000171608	PIK3CD	9.073748116770668	-0.21037475134388475	0.23256998935644252	-0.9045653393459084	0.3656957046079332	0.9999328159130721
ENSG00000179840	C1orf200	15.183929453427726	0.1066547550190095	0.21803559756168905	0.4891621194508551	0.6247269255005932	0.9999328159130721
ENSG00000171603	CLSTN1	12.868948680383435	-0.21918947024792287	0.21633578973964437	-1.0131909773769419	0.310968949301095	0.9999328159130721
ENSG00000178585	CTNNBIP1	37.04939510894522	-0.03249468841384513	0.23570969394887223	-0.13785893939896063	0.890351902092286	0.9999328159130721
ENSG00000162441	LZIC	24.605753734339206	0.3757516502444749	0.2060512008802062	1.8235838890496392	0.06821500406846201	0.9771194088231294
ENSG00000173614	NMNAT1	25.191232231128208	-0.45899301634091827	0.20583077132351052	-2.22995334171636	0.02575054058108332	0.7172642394950337
ENSG00000162444	RBP7	18.86954144887457	-0.04419132945417168	0.21843632610538466	-0.2023076025956029	0.8396762568504711	0.9999328159130721
ENSG00000130939	UBE4B	7.427164070835537	-0.10189868108666676	0.24284768118193134	-0.41959915198996084	0.6747783079708005	NA
ENSG00000054523	KIF1B	9.391893302419641	-0.23775674429406243	0.2398420264311403	-0.9913056015740571	0.3215363785923125	0.9999328159130721
ENSG00000142657	PGD	11.766384626087909	0.06305962034924141	0.23279096363834595	0.2708851725327626	0.7864793494186506	0.9999328159130721
ENSG00000175279	APITD1	10.269722655638898	-0.028765280298064657	0.23227631502157825	-0.12384078116355682	0.9014413416334435	0.9999328159130721
ENSG00000241563	CORT	9.244561123905495	0.2733251153818037	0.23707040159399204	1.1529280481411663	0.24893991852419348	0.9999328159130721
ENSG00000160049	DFFA	12.566224012394914	0.1671710326308548	0.24262767374927316	0.6890023303920648	0.4908218010578526	0.9999328159130721
